"","Host","Parasite","ParasiteFull","group","locality","hostgroup"
"73336","Apodemus sylvaticus","Rhabditis orbitalis","Rhabditis (Pelodera) orbitalis Sudhaus & Schulte, 1986","Nematoda","England, Wales + Isle of Man","Mammalia"
"73337","Myodes glareolus","Rhabditis orbitalis","Rhabditis (Pelodera) orbitalis Sudhaus & Schulte, 1986","Nematoda","England, Wales + Isle of Man",NA
"73338","Microtus agrestis","Rhabditis orbitalis","Rhabditis (Pelodera) orbitalis Sudhaus & Schulte, 1986","Nematoda","England, Wales + Isle of Man","Mammalia"
"73339","Microtus arvalis","Rhabditis orbitalis","Rhabditis (Pelodera) orbitalis Sudhaus & Schulte, 1986","Nematoda","England, Wales + Isle of Man","Mammalia"
"73340","Muscardinus avellanarius","Rhabditis orbitalis","Rhabditis (Pelodera) orbitalis Sudhaus & Schulte, 1986","Nematoda","England, Wales + Isle of Man","Mammalia"
"73341","Tinca tinca","Skrjabillanus tincae","Skrjabillanus tincae Schigin & Schigina, 1958","Nematoda","England, Wales + Isle of Man","Teleostei"
"73343","Capra hircus","Skrjabinema ovis","Skrjabinema ovis (Skrjabin, 1915)","Nematoda","England, Wales + Isle of Man","Mammalia"
"73344","Martes martes","Skrjabingylus nasicola","Skrjabingylus nasicola (Leuckart, l942)","Nematoda","England, Wales + Isle of Man","Mammalia"
"73345","Mustela ermina","Skrjabingylus nasicola","Skrjabingylus nasicola (Leuckart, l942)","Nematoda","England, Wales + Isle of Man",NA
"73346","Mustela nivalis","Skrjabingylus nasicola","Skrjabingylus nasicola (Leuckart, l942)","Nematoda","England, Wales + Isle of Man","Mammalia"
"73347","Mustela putorius","Skrjabingylus nasicola","Skrjabingylus nasicola (Leuckart, l942)","Nematoda","England, Wales + Isle of Man","Mammalia"
"73348","Dama dama","Spiculopteragia asymmetrica","Spiculopteragia asymmetrica (Ware, 1925)","Nematoda","England, Wales + Isle of Man","Mammalia"
"73351","Anguilla anguilla","Spinitectus inermis","Spinitectus inermis (Zeder, 1800)","Nematoda","England, Wales + Isle of Man","Teleostei"
"73353","Galleria mellonella","Steinernema feltiae","Steinernema feltiae (Filipjev, 1934)","Nematoda","England, Wales + Isle of Man",NA
"73354","Galleria mellonella","Steinernema bibionis","Steinernema (Neoaplectana) bibionis (Bovien)","Nematoda","England, Wales + Isle of Man",NA
"73355","Phocoena phocaena","Stenurus minor","Stenurus minor (Kuhn, l829)","Nematoda","England, Wales + Isle of Man",NA
"73357","Mustela putorius","Strongyloides papillosus","Strongyloides papillosus (Wedl, 1856)","Nematoda","England, Wales + Isle of Man","Mammalia"
"73358","Myocastor coypus","Strongyloides papillosus","Strongyloides papillosus (Wedl, 1856)","Nematoda","England, Wales + Isle of Man","Mammalia"
"73359","Mustela putorius","Strongyloides putorii","Strongyloides putorii Morosov, 1939","Nematoda","England, Wales + Isle of Man","Mammalia"
"73360","Rattus norvegicus","Strongyloides ratti","Strongyloides ratti Sandground, 1925","Nematoda","England, Wales + Isle of Man","Mammalia"
"73362","Homo sapiens","Strongyloides stercoralis","Strongyloides stercoralis (Bavay, 1876)","Nematoda","England, Wales + Isle of Man","Mammalia"
"73363","Equus caballus","Strongylus edentatus","Strongylus edentatus Looss, 1900","Nematoda","England, Wales + Isle of Man","Mammalia"
"73364","Equus caballus","Strongylus equinus","Strongylus equinus Muller, 1780","Nematoda","England, Wales + Isle of Man","Mammalia"
"73365","Equus caballus","Strongylus vulgaris","Strongylus vulgaris Looss, l900","Nematoda","England, Wales + Isle of Man","Mammalia"
"73368","Corvus frugilegus","Syngamus trachea","Syngamus trachea (Montagu, 1811)","Nematoda","England, Wales + Isle of Man","Aves"
"73369","Pyrrhocorax pyrrhocorax","Syngamus trachea","Syngamus trachea (Montagu, 1811)","Nematoda","England, Wales + Isle of Man","Aves"
"73370","Rattus norvegicus","Syphacia muris","Syphacia muris (Yamaguti, 1935)","Nematoda","England, Wales + Isle of Man","Mammalia"
"73371","Myodes glareolus","Syphacia obvelata","Syphacia obvelata (Rudolphi, 1802)","Nematoda","England, Wales + Isle of Man",NA
"73372","Microtus agrestis","Syphacia obvelata","Syphacia obvelata (Rudolphi, 1802)","Nematoda","England, Wales + Isle of Man","Mammalia"
"73373","Oncholaimus domesticus","Syphacia obvelata","Syphacia obvelata (Rudolphi, 1802)","Nematoda","England, Wales + Isle of Man",NA
"73374","Apodemus flavicollis","Syphacia stroma","Syphacia stroma (Linstow, 1884)","Nematoda","England, Wales + Isle of Man","Mammalia"
"73375","Apodemus sylvaticus","Syphacia stroma","Syphacia stroma (Linstow, 1884)","Nematoda","England, Wales + Isle of Man","Mammalia"
"73376","Apodemus sylvaticus","Syphacia obvelata","Syphacia (Syphacia) obvelata (Rudolphi, 1802)","Nematoda","England, Wales + Isle of Man","Mammalia"
"73377","Mus musculus","Syphacia obvelata","Syphacia (Syphacia) obvelata (Rudolphi, 1802)","Nematoda","England, Wales + Isle of Man","Mammalia"
"73378","Capra hircus","Teladorsagia davtiani","Teladorsagia davtiani Andreeva & Satubaldin, 1954","Nematoda","England, Wales + Isle of Man","Mammalia"
"73379","Phocoena phocaena","Torynurus convolutus","Torynurus convolutus (Kuhn, l829)","Nematoda","England, Wales + Isle of Man",NA
"73380","Vulpes vulpes","Toxascaris leonina","Toxascaris leonina (Linstow, 1902)","Nematoda","England, Wales + Isle of Man","Mammalia"
"73381","Homo sapiens","Toxocara canis","Toxocara canis (Werner, 1782)","Nematoda","England, Wales + Isle of Man","Mammalia"
"73382","Vulpes vulpes","Toxocara canis","Toxocara canis (Werner, 1782)","Nematoda","England, Wales + Isle of Man","Mammalia"
"73383","Felis silvestris","Toxocara cati","Toxocara cati (Schrank, 1788)","Nematoda","England, Wales + Isle of Man","Mammalia"
"73384","Homo sapiens","Toxocara cati","Toxocara cati (Schrank, 1788)","Nematoda","England, Wales + Isle of Man","Mammalia"
"73385","Rattus norvegicus","Toxocara cati","Toxocara cati (Schrank, 1788)","Nematoda","England, Wales + Isle of Man","Mammalia"
"73386","Vulpes vulpes","Toxocara cati","Toxocara cati (Schrank, 1788)","Nematoda","England, Wales + Isle of Man","Mammalia"
"73390","Capra hircus","Trichostrongylus axei","Trichostrongylus axei (Cobbold, 1879)","Nematoda","England, Wales + Isle of Man","Mammalia"
"73391","Capra hircus","Trichostrongylus capricola","Trichostrongylus capricola Ransom, 1907","Nematoda","England, Wales + Isle of Man","Mammalia"
"73392","Capra hircus","Trichostrongylus colubriformis","Trichostrongylus colubriformis (Giles, 1892)","Nematoda","England, Wales + Isle of Man","Mammalia"
"73393","Buteo lagopus","Trichostrongylus pergracilis","Trichostrongylus pergracilis (Cobbold,","Nematoda","England, Wales + Isle of Man","Aves"
"73394","Lepus timidus","Trichostrongylus retortaeformis","Trichostrongylus retortaeformis (Zeder, 1800)","Nematoda","England, Wales + Isle of Man","Mammalia"
"73395","Myocastor coypus","Trichostrongylus retortaeformis","Trichostrongylus retortaeformis (Zeder, 1800)","Nematoda","England, Wales + Isle of Man","Mammalia"
"73396","Oryctolagus cuniculus","Trichostrongylus retortaeformis","Trichostrongylus retortaeformis (Zeder, 1800)","Nematoda","England, Wales + Isle of Man","Mammalia"
"73398","Buteo lagopus","Trichostrongylus tenuis","Trichostrongylus tenuis (Mehlis, 1846)","Nematoda","England, Wales + Isle of Man","Aves"
"73399","Capra hircus","Trichostrongylus vitrinus","Trichostrongylus vitrinus Looss, 1905","Nematoda","England, Wales + Isle of Man","Mammalia"
"73400","Dama dama","Trichostrongylus vitrinus","Trichostrongylus vitrinus Looss, 1905","Nematoda","England, Wales + Isle of Man","Mammalia"
"73401","Capra hircus","Trichuris globulosa","Trichuris globulosa (Linstow, 1901)","Nematoda","England, Wales + Isle of Man","Mammalia"
"73402","Apodemus flavicollis","Trichuris muris","Trichuris muris (Schrank, 1788)","Nematoda","England, Wales + Isle of Man","Mammalia"
"73403","Apodemus sylvaticus","Trichuris muris","Trichuris muris (Schrank, 1788)","Nematoda","England, Wales + Isle of Man","Mammalia"
"73404","Myodes glareolus","Trichuris muris","Trichuris muris (Schrank, 1788)","Nematoda","England, Wales + Isle of Man",NA
"73405","Microtus agrestis","Trichuris muris","Trichuris muris (Schrank, 1788)","Nematoda","England, Wales + Isle of Man","Mammalia"
"73406","Oncholaimus domesticus","Trichuris muris","Trichuris muris (Schrank, 1788)","Nematoda","England, Wales + Isle of Man",NA
"73407","Mus musculus","Trichuris muris","Trichuris muris (Schrank, 1788)","Nematoda","England, Wales + Isle of Man","Mammalia"
"73408","Capra hircus","Trichuris ovis","Trichuris ovis (Abildgard, 1795)","Nematoda","England, Wales + Isle of Man","Mammalia"
"73409","Ovis aries","Trichuris ovis","Trichuris ovis (Abildgard, 1795)","Nematoda","England, Wales + Isle of Man","Mammalia"
"73410","Vulpes vulpes","Trichuris vulpis","Trichuris vulpis (Froelich, 1789)","Nematoda","England, Wales + Isle of Man","Mammalia"
"73411","Equus caballus","Tridentoinfundibulum gobi","Tridentoinfundibulum gobi Tschoijo in Popova, 1958","Nematoda","England, Wales + Isle of Man","Mammalia"
"73412","Salmo trutta","Truttaedacnitis truttae","Truttaedacnitis truttae (Fabricius, 1794)","Nematoda","England, Wales + Isle of Man","Teleostei"
"73413","Meles meles","Uncinaria stenocephala","Uncinaria stenocephala (Railliet, 1884)","Nematoda","England, Wales + Isle of Man","Mammalia"
"73414","Vulpes vulpes","Uncinaria stenocephala","Uncinaria stenocephala (Railliet, 1884)","Nematoda","England, Wales + Isle of Man","Mammalia"
"73416","Scyliorhinus canicula","Anisakis simplex","Anisakis simplex (Rudolphi, 1809)","Nematoda","English Channel","Chondrichthyes"
"73421","Brama brama","Ascaris bramae","Ascaris bramae Beneden, 1871","Nematoda","English Channel","Teleostei"
"73422","Clupea harengus","Ascaris clupeae","Ascaris clupeae Beneden, 1871","Nematoda","English Channel","Teleostei"
